Variables;MILP Feasible;result
X_62_1_0_4;0;0
X_63_1_0_4;0;0
X_64_1_0_4;0;0
X_65_1_0_4;0;0
X_66_1_0_4;0;0
X_67_1_0_4;0;0
X_68_1_0_4;0;0
X_69_1_0_4;0;0
X_70_1_0_4;0;0
X_71_1_0_4;0;0
X_0_1_0_5;0;0
X_1_1_0_5;0;0
X_2_1_0_5;0;0
X_3_1_0_5;0;0
X_4_1_0_5;0;0
X_5_1_0_5;0;0
X_6_1_0_5;0;0
X_7_1_0_5;0;0
X_8_1_0_5;0;0
X_9_1_0_5;0;0
X_10_1_0_5;0;0
X_11_1_0_5;0;0
X_12_1_0_5;0;0
X_13_1_0_5;0;0
X_14_1_0_5;0;0
X_15_1_0_5;0;0
X_16_1_0_5;0;0
X_17_1_0_5;0;0
X_18_1_0_5;0;0
X_19_1_0_5;0;0
X_20_1_0_5;0;0
X_21_1_0_5;0;0
X_22_1_0_5;0;0
X_23_1_0_5;0;0
X_24_1_0_5;0;0
X_25_1_0_5;0;0
X_26_1_0_5;0;0
X_27_1_0_5;0;0
X_28_1_0_5;0;0
X_29_1_0_5;1;1
X_30_1_0_5;0;0
X_31_1_0_5;0;0
X_32_1_0_5;0;0
X_33_1_0_5;0;0
X_34_1_0_5;0;0
X_35_1_0_5;0;0
X_36_1_0_5;0;0
X_37_1_0_5;0;0
X_38_1_0_5;0;0
X_39_1_0_5;0;0
X_40_1_0_5;0;0
X_41_1_0_5;0;0
X_42_1_0_5;0;0
X_43_1_0_5;0;0
X_44_1_0_5;0;0
X_45_1_0_5;0;0
X_46_1_0_5;0;0
X_47_1_0_5;0;0
X_48_1_0_5;0;0
X_49_1_0_5;0;0
X_50_1_0_5;0;0
X_51_1_0_5;0;0
X_52_1_0_5;0;0
X_53_1_0_5;0;0
X_54_1_0_5;0;0
X_55_1_0_5;0;0
X_56_1_0_5;0;0
X_57_1_0_5;0;0
X_58_1_0_5;0;0
X_59_1_0_5;0;0
X_60_1_0_5;0;0
X_61_1_0_5;0;0
X_62_1_0_5;0;0
X_63_1_0_5;0;0
X_64_1_0_5;0;0
X_65_1_0_5;0;0
X_66_1_0_5;0;0
X_67_1_0_5;0;0
X_68_1_0_5;0;0
X_69_1_0_5;0;0
X_70_1_0_5;0;0
X_71_1_0_5;0;0
X_0_1_0_6;0;0
X_1_1_0_6;0;0
X_2_1_0_6;0;0
X_3_1_0_6;0;0
X_4_1_0_6;0;0
X_5_1_0_6;0;0
X_6_1_0_6;0;0
X_7_1_0_6;0;0
X_8_1_0_6;0;0
X_9_1_0_6;0;0
X_10_1_0_6;0;0
X_11_1_0_6;0;0
X_12_1_0_6;0;0
X_13_1_0_6;0;0
X_14_1_0_6;0;0
X_15_1_0_6;0;0
X_16_1_0_6;0;0
X_17_1_0_6;0;0
X_18_1_0_6;0;0
X_19_1_0_6;0;0
X_20_1_0_6;0;0
X_21_1_0_6;0;0
X_22_1_0_6;0;0
X_23_1_0_6;0;0
X_24_1_0_6;0;0
X_25_1_0_6;0;0
X_26_1_0_6;0;0
X_27_1_0_6;0;0
X_28_1_0_6;0;0
X_29_1_0_6;1;1
X_30_1_0_6;0;0
X_31_1_0_6;0;0
X_32_1_0_6;0;0
X_33_1_0_6;0;0
X_34_1_0_6;0;0
X_35_1_0_6;0;0
X_36_1_0_6;0;0
X_37_1_0_6;0;0
X_38_1_0_6;0;0
X_39_1_0_6;0;0
X_40_1_0_6;0;0
X_41_1_0_6;0;0
X_42_1_0_6;0;0
X_43_1_0_6;0;0
X_44_1_0_6;0;0
X_45_1_0_6;0;0
X_46_1_0_6;0;0
X_47_1_0_6;0;0
X_48_1_0_6;0;0
X_49_1_0_6;0;0
X_50_1_0_6;0;0
X_51_1_0_6;0;0
X_52_1_0_6;0;0
X_53_1_0_6;0;0
X_54_1_0_6;0;0
X_55_1_0_6;0;0
X_56_1_0_6;0;0
X_57_1_0_6;0;0
X_58_1_0_6;0;0
X_59_1_0_6;0;0
X_60_1_0_6;0;0
X_61_1_0_6;0;0
X_62_1_0_6;0;0
X_63_1_0_6;0;0
X_64_1_0_6;0;0
X_65_1_0_6;0;0
X_66_1_0_6;0;0
X_67_1_0_6;0;0
X_68_1_0_6;0;0
X_69_1_0_6;0;0
X_70_1_0_6;0;0
X_71_1_0_6;0;0
X_0_1_1_0;0;0
X_1_1_1_0;0;0
X_2_1_1_0;0;0
X_3_1_1_0;0;0
X_4_1_1_0;0;0
X_5_1_1_0;0;0
X_6_1_1_0;0;0
X_7_1_1_0;0;0
X_8_1_1_0;0;0
X_9_1_1_0;0;0
X_10_1_1_0;0;0
X_11_1_1_0;0;0
X_12_1_1_0;0;0
X_13_1_1_0;0;0
X_14_1_1_0;0;0
X_15_1_1_0;0;0
X_16_1_1_0;0;0
X_17_1_1_0;0;0
X_18_1_1_0;0;0
X_19_1_1_0;0;0
X_20_1_1_0;0;0
X_21_1_1_0;0;0
X_22_1_1_0;0;0
X_23_1_1_0;0;0
X_24_1_1_0;0;0
X_25_1_1_0;0;0
X_26_1_1_0;0;0
X_27_1_1_0;0;0
X_28_1_1_0;0;0
X_29_1_1_0;0;0
X_30_1_1_0;0;0
X_31_1_1_0;0;0
X_32_1_1_0;0;0
X_33_1_1_0;0;0
X_34_1_1_0;0;0
X_35_1_1_0;0;0
X_36_1_1_0;0;0
X_37_1_1_0;0;0
X_38_1_1_0;0;0
X_39_1_1_0;0;0
X_40_1_1_0;0;0
X_41_1_1_0;0;0
X_42_1_1_0;0;0
X_43_1_1_0;0;0
X_44_1_1_0;0;0
X_45_1_1_0;0;0
X_46_1_1_0;0;0
X_47_1_1_0;0;0
X_48_1_1_0;0;0
X_49_1_1_0;1;1
X_50_1_1_0;0;0
X_51_1_1_0;0;0
X_52_1_1_0;0;0
X_53_1_1_0;0;0
X_54_1_1_0;0;0
X_55_1_1_0;0;0
X_56_1_1_0;0;0
X_57_1_1_0;0;0
X_58_1_1_0;0;0
X_59_1_1_0;0;0
X_60_1_1_0;0;0
X_61_1_1_0;0;0
X_62_1_1_0;0;0
X_63_1_1_0;0;0
X_64_1_1_0;0;0
X_65_1_1_0;0;0
X_66_1_1_0;0;0
X_67_1_1_0;0;0
X_68_1_1_0;0;0
X_69_1_1_0;0;0
X_70_1_1_0;0;0
X_71_1_1_0;0;0
X_0_1_1_1;0;0
X_1_1_1_1;0;0
X_2_1_1_1;0;0
X_3_1_1_1;0;0
X_4_1_1_1;0;0
X_5_1_1_1;0;0
X_6_1_1_1;0;0
X_7_1_1_1;0;0
X_8_1_1_1;0;0
X_9_1_1_1;0;0
X_10_1_1_1;0;0
X_11_1_1_1;0;0
X_12_1_1_1;0;0
X_13_1_1_1;0;0
X_14_1_1_1;0;0
X_15_1_1_1;0;0
X_16_1_1_1;0;0
X_17_1_1_1;1;1
X_18_1_1_1;0;0
X_19_1_1_1;0;0
X_20_1_1_1;0;0
X_21_1_1_1;0;0
X_22_1_1_1;0;0
X_23_1_1_1;0;0
X_24_1_1_1;0;0
X_25_1_1_1;0;0
X_26_1_1_1;0;0
X_27_1_1_1;0;0
X_28_1_1_1;0;0
X_29_1_1_1;0;0
X_30_1_1_1;0;0
X_31_1_1_1;0;0
X_32_1_1_1;0;0
X_33_1_1_1;0;0
X_34_1_1_1;0;0
X_35_1_1_1;0;0
X_36_1_1_1;0;0
X_37_1_1_1;0;0
X_38_1_1_1;0;0
X_39_1_1_1;0;0
X_40_1_1_1;0;0
X_41_1_1_1;0;0
X_42_1_1_1;0;0
X_43_1_1_1;0;0
X_44_1_1_1;0;0
X_45_1_1_1;0;0
X_46_1_1_1;0;0
X_47_1_1_1;0;0
X_48_1_1_1;0;0
X_49_1_1_1;0;0
X_50_1_1_1;0;0
X_51_1_1_1;0;0
X_52_1_1_1;0;0
X_53_1_1_1;0;0
X_54_1_1_1;0;0
X_55_1_1_1;0;0
X_56_1_1_1;0;0
X_57_1_1_1;0;0
X_58_1_1_1;0;0
X_59_1_1_1;0;0
X_60_1_1_1;0;0
X_61_1_1_1;0;0
X_62_1_1_1;0;0
X_63_1_1_1;0;0
X_64_1_1_1;0;0
X_65_1_1_1;0;0
X_66_1_1_1;0;0
X_67_1_1_1;0;0
X_68_1_1_1;0;0
X_69_1_1_1;0;0
X_70_1_1_1;0;0
X_71_1_1_1;0;0
X_0_1_1_2;0;0
X_1_1_1_2;0;0
X_2_1_1_2;0;0
X_3_1_1_2;0;0
X_4_1_1_2;0;0
X_5_1_1_2;1;1
X_6_1_1_2;0;0
X_7_1_1_2;0;0
X_8_1_1_2;0;0
X_9_1_1_2;0;0
X_10_1_1_2;0;0
X_11_1_1_2;0;0
X_12_1_1_2;0;0
X_13_1_1_2;0;0
X_14_1_1_2;0;0
X_15_1_1_2;0;0
X_16_1_1_2;0;0
X_17_1_1_2;0;0
X_18_1_1_2;0;0
X_19_1_1_2;0;0
X_20_1_1_2;0;0
X_21_1_1_2;0;0
X_22_1_1_2;0;0
X_23_1_1_2;0;0
X_24_1_1_2;0;0
X_25_1_1_2;0;0
X_26_1_1_2;0;0
X_27_1_1_2;0;0
X_28_1_1_2;0;0
X_29_1_1_2;0;0
X_30_1_1_2;0;0
X_31_1_1_2;0;0
X_32_1_1_2;0;0
X_33_1_1_2;0;0
X_34_1_1_2;0;0
X_35_1_1_2;0;0
X_36_1_1_2;0;0
X_37_1_1_2;0;0
X_38_1_1_2;0;0
X_39_1_1_2;0;0
X_40_1_1_2;0;0
X_41_1_1_2;0;0
X_42_1_1_2;0;0
X_43_1_1_2;0;0
X_44_1_1_2;0;0
X_45_1_1_2;0;0
X_46_1_1_2;0;0
X_47_1_1_2;0;0
X_48_1_1_2;0;0
X_49_1_1_2;0;0
X_50_1_1_2;0;0
X_51_1_1_2;0;0
X_52_1_1_2;0;0
X_53_1_1_2;0;0
X_54_1_1_2;0;0
X_55_1_1_2;0;0
X_56_1_1_2;0;0
X_57_1_1_2;0;0
X_58_1_1_2;0;0
X_59_1_1_2;0;0
X_60_1_1_2;0;0
X_61_1_1_2;0;0
X_62_1_1_2;0;0
X_63_1_1_2;0;0
X_64_1_1_2;0;0
X_65_1_1_2;0;0
X_66_1_1_2;0;0
X_67_1_1_2;0;0
X_68_1_1_2;0;0
X_69_1_1_2;0;0
X_70_1_1_2;0;0
X_71_1_1_2;0;0
X_0_1_1_3;0;0
X_1_1_1_3;0;0
X_2_1_1_3;0;0
X_3_1_1_3;0;0
X_4_1_1_3;0;0
X_5_1_1_3;0;0
X_6_1_1_3;0;0
X_7_1_1_3;0;0
X_8_1_1_3;0;0
X_9_1_1_3;0;0
X_10_1_1_3;0;0
X_11_1_1_3;0;0
X_12_1_1_3;1;1
X_13_1_1_3;0;0
X_14_1_1_3;0;0
X_15_1_1_3;0;0
X_16_1_1_3;0;0
X_17_1_1_3;0;0
X_18_1_1_3;0;0
X_19_1_1_3;0;0
X_20_1_1_3;0;0
X_21_1_1_3;0;0
X_22_1_1_3;0;0
X_23_1_1_3;0;0
X_24_1_1_3;0;0
X_25_1_1_3;0;0
X_26_1_1_3;0;0
X_27_1_1_3;0;0
X_28_1_1_3;0;0
X_29_1_1_3;0;0
X_30_1_1_3;0;0
X_31_1_1_3;0;0
X_32_1_1_3;0;0
X_33_1_1_3;0;0
X_34_1_1_3;0;0
X_35_1_1_3;0;0
X_36_1_1_3;0;0
X_37_1_1_3;0;0
X_38_1_1_3;0;0
X_39_1_1_3;0;0
X_40_1_1_3;0;0
X_41_1_1_3;0;0
X_42_1_1_3;0;0
X_43_1_1_3;0;0
X_44_1_1_3;0;0
X_45_1_1_3;0;0
X_46_1_1_3;0;0
X_47_1_1_3;0;0
X_48_1_1_3;0;0
X_49_1_1_3;0;0
X_50_1_1_3;0;0
X_51_1_1_3;0;0
X_52_1_1_3;0;0
X_53_1_1_3;0;0
X_54_1_1_3;0;0
X_55_1_1_3;0;0
X_56_1_1_3;0;0
X_57_1_1_3;0;0
X_58_1_1_3;0;0
X_59_1_1_3;0;0
X_60_1_1_3;0;0
X_61_1_1_3;0;0
X_62_1_1_3;0;0
X_63_1_1_3;0;0
X_64_1_1_3;0;0
X_65_1_1_3;0;0
X_66_1_1_3;0;0
X_67_1_1_3;0;0
X_68_1_1_3;0;0
X_69_1_1_3;0;0
X_70_1_1_3;0;0
X_71_1_1_3;0;0
X_0_1_1_4;0;0
X_1_1_1_4;0;0
X_2_1_1_4;0;0
X_3_1_1_4;0;0
X_4_1_1_4;0;0
X_5_1_1_4;0;0
X_6_1_1_4;0;0
X_7_1_1_4;0;0
X_8_1_1_4;0;0
X_9_1_1_4;0;0
X_10_1_1_4;0;0
X_11_1_1_4;0;0
X_12_1_1_4;1;1
X_13_1_1_4;0;0
X_14_1_1_4;0;0
X_15_1_1_4;0;0
X_16_1_1_4;0;0
X_17_1_1_4;0;0
X_18_1_1_4;0;0
X_19_1_1_4;0;0
X_20_1_1_4;0;0
X_21_1_1_4;0;0
X_22_1_1_4;0;0
X_23_1_1_4;0;0
X_24_1_1_4;0;0
X_25_1_1_4;0;0
X_26_1_1_4;0;0
X_27_1_1_4;0;0
X_28_1_1_4;0;0
X_29_1_1_4;0;0
X_30_1_1_4;0;0
X_31_1_1_4;0;0
X_32_1_1_4;0;0
X_33_1_1_4;0;0
X_34_1_1_4;0;0
X_35_1_1_4;0;0
X_36_1_1_4;0;0
X_37_1_1_4;0;0
X_38_1_1_4;0;0
X_39_1_1_4;0;0
X_40_1_1_4;0;0
X_41_1_1_4;0;0
X_42_1_1_4;0;0
X_43_1_1_4;0;0
X_44_1_1_4;0;0
X_45_1_1_4;0;0
X_46_1_1_4;0;0
X_47_1_1_4;0;0
X_48_1_1_4;0;0
X_49_1_1_4;0;0
X_50_1_1_4;0;0
X_51_1_1_4;0;0
X_52_1_1_4;0;0
X_53_1_1_4;0;0
X_54_1_1_4;0;0
X_55_1_1_4;0;0
X_56_1_1_4;0;0
X_57_1_1_4;0;0
X_58_1_1_4;0;0
X_59_1_1_4;0;0
X_60_1_1_4;0;0
X_61_1_1_4;0;0
X_62_1_1_4;0;0
X_63_1_1_4;0;0
X_64_1_1_4;0;0
X_65_1_1_4;0;0
X_66_1_1_4;0;0
X_67_1_1_4;0;0
X_68_1_1_4;0;0
X_69_1_1_4;0;0
X_70_1_1_4;0;0
X_71_1_1_4;0;0
X_0_1_1_5;0;0
X_1_1_1_5;0;0
X_2_1_1_5;0;0
X_3_1_1_5;0;0
X_4_1_1_5;0;0
X_5_1_1_5;0;0
X_6_1_1_5;0;0
X_7_1_1_5;0;0
X_8_1_1_5;0;0
X_9_1_1_5;0;0
X_10_1_1_5;0;0
X_11_1_1_5;0;0
X_12_1_1_5;0;0
X_13_1_1_5;0;0
X_14_1_1_5;0;0
X_15_1_1_5;0;0
X_16_1_1_5;0;0
X_17_1_1_5;0;0
X_18_1_1_5;0;0
X_19_1_1_5;0;0
X_20_1_1_5;0;0
X_21_1_1_5;0;0
X_22_1_1_5;0;0
X_23_1_1_5;0;0
X_24_1_1_5;0;0
X_25_1_1_5;0;0
X_26_1_1_5;0;0
X_27_1_1_5;0;0
X_28_1_1_5;0;0
X_29_1_1_5;0;0
X_30_1_1_5;1;1
X_31_1_1_5;0;0
X_32_1_1_5;0;0
X_33_1_1_5;0;0
X_34_1_1_5;0;0
X_35_1_1_5;0;0
X_36_1_1_5;0;0
X_37_1_1_5;0;0
X_38_1_1_5;0;0
X_39_1_1_5;0;0
X_40_1_1_5;0;0
X_41_1_1_5;0;0
X_42_1_1_5;0;0
X_43_1_1_5;0;0
X_44_1_1_5;0;0
X_45_1_1_5;0;0
X_46_1_1_5;0;0
X_47_1_1_5;0;0
X_48_1_1_5;0;0
X_49_1_1_5;0;0
X_50_1_1_5;0;0
X_51_1_1_5;0;0
X_52_1_1_5;0;0
X_53_1_1_5;0;0
X_54_1_1_5;0;0
X_55_1_1_5;0;0
X_56_1_1_5;0;0
X_57_1_1_5;0;0
X_58_1_1_5;0;0
X_59_1_1_5;0;0
X_60_1_1_5;0;0
X_61_1_1_5;0;0
X_62_1_1_5;0;0
X_63_1_1_5;0;0
X_64_1_1_5;0;0
X_65_1_1_5;0;0
X_66_1_1_5;0;0
X_67_1_1_5;0;0
X_68_1_1_5;0;0
X_69_1_1_5;0;0
X_70_1_1_5;0;0
X_71_1_1_5;0;0
X_0_1_1_6;0;0
X_1_1_1_6;0;0
X_2_1_1_6;0;0
X_3_1_1_6;0;0
X_4_1_1_6;0;0
X_5_1_1_6;0;0
X_6_1_1_6;0;0
X_7_1_1_6;0;0
X_8_1_1_6;0;0
X_9_1_1_6;0;0
X_10_1_1_6;0;0
X_11_1_1_6;0;0
X_12_1_1_6;0;0
X_13_1_1_6;0;0
X_14_1_1_6;0;0
X_15_1_1_6;0;0
X_16_1_1_6;0;0
X_17_1_1_6;0;0
X_18_1_1_6;0;0
X_19_1_1_6;0;0
X_20_1_1_6;0;0
X_21_1_1_6;0;0
X_22_1_1_6;0;0
X_23_1_1_6;0;0
X_24_1_1_6;0;0
X_25_1_1_6;0;0
X_26_1_1_6;0;0
X_27_1_1_6;0;0
X_28_1_1_6;0;0
X_29_1_1_6;0;0
X_30_1_1_6;1;1
X_31_1_1_6;0;0
X_32_1_1_6;0;0
X_33_1_1_6;0;0
X_34_1_1_6;0;0
X_35_1_1_6;0;0
X_36_1_1_6;0;0
X_37_1_1_6;0;0
X_38_1_1_6;0;0
X_39_1_1_6;0;0
X_40_1_1_6;0;0
X_41_1_1_6;0;0
X_42_1_1_6;0;0
X_43_1_1_6;0;0
X_44_1_1_6;0;0
X_45_1_1_6;0;0
X_46_1_1_6;0;0
X_47_1_1_6;0;0
X_48_1_1_6;0;0
X_49_1_1_6;0;0
X_50_1_1_6;0;0
X_51_1_1_6;0;0
X_52_1_1_6;0;0
X_53_1_1_6;0;0
X_54_1_1_6;0;0
X_55_1_1_6;0;0
X_56_1_1_6;0;0
X_57_1_1_6;0;0
X_58_1_1_6;0;0
X_59_1_1_6;0;0
X_60_1_1_6;0;0
X_61_1_1_6;0;0
X_62_1_1_6;0;0
X_63_1_1_6;0;0
X_64_1_1_6;0;0
X_65_1_1_6;0;0
X_66_1_1_6;0;0
X_67_1_1_6;0;0
X_68_1_1_6;0;0
X_69_1_1_6;0;0
X_70_1_1_6;0;0
X_71_1_1_6;0;0
X_0_1_2_0;0;0
X_1_1_2_0;0;0
X_2_1_2_0;0;0
X_3_1_2_0;0;0
X_4_1_2_0;0;0
X_5_1_2_0;0;0
X_6_1_2_0;0;0
X_7_1_2_0;0;0
X_8_1_2_0;0;0
X_9_1_2_0;0;0
X_10_1_2_0;0;0
X_11_1_2_0;0;0
X_12_1_2_0;0;0
X_13_1_2_0;0;0
X_14_1_2_0;0;0
X_15_1_2_0;0;0
X_16_1_2_0;0;0
X_17_1_2_0;0;0
X_18_1_2_0;0;0
X_19_1_2_0;0;0
X_20_1_2_0;0;0
X_21_1_2_0;0;0
X_22_1_2_0;0;0
X_23_1_2_0;0;0
X_24_1_2_0;0;0
X_25_1_2_0;0;0
X_26_1_2_0;0;0
X_27_1_2_0;0;0
X_28_1_2_0;0;0
X_29_1_2_0;0;0
X_30_1_2_0;0;0
X_31_1_2_0;0;0
X_32_1_2_0;0;0
X_33_1_2_0;0;0
X_34_1_2_0;0;0
X_35_1_2_0;0;0
X_36_1_2_0;0;0
X_37_1_2_0;0;0
X_38_1_2_0;1;1
X_39_1_2_0;0;0
X_40_1_2_0;0;0
X_41_1_2_0;0;0
X_42_1_2_0;0;0
X_43_1_2_0;0;0
X_44_1_2_0;0;0
X_45_1_2_0;0;0
X_46_1_2_0;0;0
X_47_1_2_0;0;0
X_48_1_2_0;0;0
X_49_1_2_0;0;0
X_50_1_2_0;0;0
X_51_1_2_0;0;0
X_52_1_2_0;0;0
X_53_1_2_0;0;0
X_54_1_2_0;0;0
X_55_1_2_0;0;0
X_56_1_2_0;0;0
X_57_1_2_0;0;0
X_58_1_2_0;0;0
X_59_1_2_0;0;0
X_60_1_2_0;0;0
X_61_1_2_0;0;0
X_62_1_2_0;0;0
X_63_1_2_0;0;0
X_64_1_2_0;0;0
X_65_1_2_0;0;0
X_66_1_2_0;0;0
X_67_1_2_0;0;0
X_68_1_2_0;0;0
X_69_1_2_0;0;0
X_70_1_2_0;0;0
X_71_1_2_0;0;0
X_0_1_2_1;0;0
X_1_1_2_1;0;0
X_2_1_2_1;0;0
X_3_1_2_1;0;0
X_4_1_2_1;0;0
X_5_1_2_1;0;0
X_6_1_2_1;0;0
X_7_1_2_1;0;0
X_8_1_2_1;0;0
X_9_1_2_1;0;0
X_10_1_2_1;0;0
X_11_1_2_1;0;0
X_12_1_2_1;0;0
X_13_1_2_1;0;0
X_14_1_2_1;0;0
X_15_1_2_1;0;0
X_16_1_2_1;0;0
X_17_1_2_1;0;0
X_18_1_2_1;0;0
X_19_1_2_1;0;0
X_20_1_2_1;0;0
X_21_1_2_1;0;0
X_22_1_2_1;0;0
X_23_1_2_1;0;0
X_24_1_2_1;0;0
X_25_1_2_1;0;0
X_26_1_2_1;0;0
X_27_1_2_1;0;0
X_28_1_2_1;0;0
X_29_1_2_1;0;0
X_30_1_2_1;0;0
X_31_1_2_1;0;0
X_32_1_2_1;0;0
X_33_1_2_1;0;0
X_34_1_2_1;0;0
X_35_1_2_1;0;0
X_36_1_2_1;0;0
X_37_1_2_1;0;0
X_38_1_2_1;1;1
X_39_1_2_1;0;0
X_40_1_2_1;0;0
X_41_1_2_1;0;0
X_42_1_2_1;0;0
X_43_1_2_1;0;0
X_44_1_2_1;0;0
X_45_1_2_1;0;0
X_46_1_2_1;0;0
X_47_1_2_1;0;0
X_48_1_2_1;0;0
X_49_1_2_1;0;0
X_50_1_2_1;0;0
X_51_1_2_1;0;0
X_52_1_2_1;0;0
X_53_1_2_1;0;0
X_54_1_2_1;0;0
X_55_1_2_1;0;0
X_56_1_2_1;0;0
X_57_1_2_1;0;0
X_58_1_2_1;0;0
X_59_1_2_1;0;0
X_60_1_2_1;0;0
X_61_1_2_1;0;0
X_62_1_2_1;0;0
X_63_1_2_1;0;0
X_64_1_2_1;0;0
X_65_1_2_1;0;0
X_66_1_2_1;0;0
X_67_1_2_1;0;0
X_68_1_2_1;0;0
X_69_1_2_1;0;0
X_70_1_2_1;0;0
X_71_1_2_1;0;0
X_0_1_2_2;0;0
X_1_1_2_2;1;1
X_2_1_2_2;0;0
X_3_1_2_2;0;0
X_4_1_2_2;0;0
X_5_1_2_2;0;0
X_6_1_2_2;0;0
X_7_1_2_2;0;0
X_8_1_2_2;0;0
X_9_1_2_2;0;0
X_10_1_2_2;0;0
X_11_1_2_2;0;0
X_12_1_2_2;0;0
X_13_1_2_2;0;0
X_14_1_2_2;0;0
X_15_1_2_2;0;0
X_16_1_2_2;0;0
X_17_1_2_2;0;0
X_18_1_2_2;0;0
X_19_1_2_2;0;0
X_20_1_2_2;0;0
X_21_1_2_2;0;0
X_22_1_2_2;0;0
X_23_1_2_2;0;0
X_24_1_2_2;0;0
X_25_1_2_2;0;0
X_26_1_2_2;0;0
X_27_1_2_2;0;0
X_28_1_2_2;0;0
X_29_1_2_2;0;0
X_30_1_2_2;0;0
X_31_1_2_2;0;0
X_32_1_2_2;0;0
X_33_1_2_2;0;0
X_34_1_2_2;0;0
X_35_1_2_2;0;0
X_36_1_2_2;0;0
X_37_1_2_2;0;0
X_38_1_2_2;0;0
X_39_1_2_2;0;0
X_40_1_2_2;0;0
X_41_1_2_2;0;0
X_42_1_2_2;0;0
X_43_1_2_2;0;0
X_44_1_2_2;0;0
X_45_1_2_2;0;0
X_46_1_2_2;0;0
X_47_1_2_2;0;0
X_48_1_2_2;0;0
X_49_1_2_2;0;0
X_50_1_2_2;0;0
X_51_1_2_2;0;0
X_52_1_2_2;0;0
X_53_1_2_2;0;0
X_54_1_2_2;0;0
X_55_1_2_2;0;0
X_56_1_2_2;0;0
X_57_1_2_2;0;0
X_58_1_2_2;0;0
X_59_1_2_2;0;0
X_60_1_2_2;0;0
X_61_1_2_2;0;0
X_62_1_2_2;0;0
X_63_1_2_2;0;0
X_64_1_2_2;0;0
X_65_1_2_2;0;0
X_66_1_2_2;0;0
X_67_1_2_2;0;0
X_68_1_2_2;0;0
X_69_1_2_2;0;0
X_70_1_2_2;0;0
X_71_1_2_2;0;0
X_0_1_2_3;0;0
X_1_1_2_3;1;1
X_2_1_2_3;0;0
X_3_1_2_3;0;0
X_4_1_2_3;0;0
X_5_1_2_3;0;0
X_6_1_2_3;0;0
X_7_1_2_3;0;0
X_8_1_2_3;0;0
X_9_1_2_3;0;0
X_10_1_2_3;0;0
X_11_1_2_3;0;0
X_12_1_2_3;0;0
X_13_1_2_3;0;0
X_14_1_2_3;0;0
X_15_1_2_3;0;0
X_16_1_2_3;0;0
X_17_1_2_3;0;0
X_18_1_2_3;0;0
X_19_1_2_3;0;0
X_20_1_2_3;0;0
X_21_1_2_3;0;0
X_22_1_2_3;0;0
X_23_1_2_3;0;0
X_24_1_2_3;0;0
X_25_1_2_3;0;0
X_26_1_2_3;0;0
X_27_1_2_3;0;0
X_28_1_2_3;0;0
X_29_1_2_3;0;0
X_30_1_2_3;0;0
X_31_1_2_3;0;0
X_32_1_2_3;0;0
X_33_1_2_3;0;0
X_34_1_2_3;0;0
X_35_1_2_3;0;0
X_36_1_2_3;0;0
X_37_1_2_3;0;0
X_38_1_2_3;0;0
X_39_1_2_3;0;0
X_40_1_2_3;0;0
X_41_1_2_3;0;0
X_42_1_2_3;0;0
X_43_1_2_3;0;0
X_44_1_2_3;0;0
X_45_1_2_3;0;0
X_46_1_2_3;0;0
X_47_1_2_3;0;0
X_48_1_2_3;0;0
X_49_1_2_3;0;0
X_50_1_2_3;0;0
X_51_1_2_3;0;0
X_52_1_2_3;0;0
X_53_1_2_3;0;0
X_54_1_2_3;0;0
X_55_1_2_3;0;0
X_56_1_2_3;0;0
X_57_1_2_3;0;0
X_58_1_2_3;0;0
X_59_1_2_3;0;0
X_60_1_2_3;0;0
X_61_1_2_3;0;0
X_62_1_2_3;0;0
X_63_1_2_3;0;0
X_64_1_2_3;0;0
X_65_1_2_3;0;0
X_66_1_2_3;0;0
X_67_1_2_3;0;0
X_68_1_2_3;0;0
X_69_1_2_3;0;0
X_70_1_2_3;0;0
X_71_1_2_3;0;0
X_0_1_2_4;0;0
X_1_1_2_4;0;0
X_2_1_2_4;0;0
X_3_1_2_4;0;0
X_4_1_2_4;0;0
X_5_1_2_4;0;0
X_6_1_2_4;0;0
X_7_1_2_4;0;0
X_8_1_2_4;0;0
X_9_1_2_4;0;0
X_10_1_2_4;0;0
X_11_1_2_4;0;0
X_12_1_2_4;0;0
X_13_1_2_4;0;0
X_14_1_2_4;0;0
X_15_1_2_4;0;0
X_16_1_2_4;0;0
X_17_1_2_4;0;0
X_18_1_2_4;0;0
X_19_1_2_4;0;0
X_20_1_2_4;0;0
X_21_1_2_4;0;0
X_22_1_2_4;0;0
X_23_1_2_4;0;0
X_24_1_2_4;0;0
X_25_1_2_4;0;0
X_26_1_2_4;0;0
X_27_1_2_4;0;0
X_28_1_2_4;0;0
X_29_1_2_4;0;0
X_30_1_2_4;0;0
X_31_1_2_4;0;0
X_32_1_2_4;0;0
X_33_1_2_4;0;0
X_34_1_2_4;0;0
X_35_1_2_4;0;0
X_36_1_2_4;0;0
X_37_1_2_4;0;0
X_38_1_2_4;0;0
X_39_1_2_4;0;0
X_40_1_2_4;0;0
X_41_1_2_4;0;0
X_42_1_2_4;0;0
X_43_1_2_4;0;0
X_44_1_2_4;0;0
X_45_1_2_4;0;0
X_46_1_2_4;0;0
X_47_1_2_4;0;0
X_48_1_2_4;0;0
X_49_1_2_4;0;0
X_50_1_2_4;0;0
X_51_1_2_4;0;0
X_52_1_2_4;0;0
