Variables;MILP Feasible;result
X_6_0_0_6;0;0
X_7_0_0_6;0;0
X_8_0_0_6;0;0
X_9_0_0_6;0;0
X_10_0_0_6;0;0
X_11_0_0_6;0;0
X_12_0_0_6;0;0
X_13_0_0_6;0;0
X_14_0_0_6;0;0
X_15_0_0_6;0;0
X_16_0_0_6;0;0
X_17_0_0_6;0;0
X_18_0_0_6;0;0
X_19_0_0_6;0;0
X_20_0_0_6;0;0
X_21_0_0_6;0;0
X_22_0_0_6;0;0
X_23_0_0_6;0;0
X_24_0_0_6;0;0
X_25_0_0_6;0;0
X_26_0_0_6;0;0
X_27_0_0_6;0;0
X_28_0_0_6;0;0
X_29_0_0_6;0;0
X_30_0_0_6;0;0
X_31_0_0_6;0;0
X_32_0_0_6;0;0
X_33_0_0_6;0;0
X_34_0_0_6;0;0
X_35_0_0_6;0;0
X_36_0_0_6;0;0
X_37_0_0_6;0;0
X_38_0_0_6;0;0
X_39_0_0_6;0;0
X_40_0_0_6;0;0
X_41_0_0_6;0;0
X_42_0_0_6;0;0
X_43_0_0_6;0;0
X_44_0_0_6;1;1
X_45_0_0_6;0;0
X_46_0_0_6;0;0
X_47_0_0_6;0;0
X_48_0_0_6;0;0
X_49_0_0_6;0;0
X_50_0_0_6;0;0
X_51_0_0_6;0;0
X_52_0_0_6;0;0
X_53_0_0_6;0;0
X_54_0_0_6;0;0
X_55_0_0_6;0;0
X_56_0_0_6;0;0
X_57_0_0_6;0;0
X_0_0_1_0;0;0
X_1_0_1_0;0;0
X_2_0_1_0;0;0
X_3_0_1_0;0;0
X_4_0_1_0;0;0
X_5_0_1_0;0;0
X_6_0_1_0;0;0
X_7_0_1_0;0;0
X_8_0_1_0;0;0
X_9_0_1_0;0;0
X_10_0_1_0;0;0
X_11_0_1_0;0;0
X_12_0_1_0;0;0
X_13_0_1_0;0;0
X_14_0_1_0;0;0
X_15_0_1_0;0;0
X_16_0_1_0;0;0
X_17_0_1_0;0;0
X_18_0_1_0;0;0
X_19_0_1_0;0;0
X_20_0_1_0;0;0
X_21_0_1_0;0;0
X_22_0_1_0;0;0
X_23_0_1_0;0;0
X_24_0_1_0;0;0
X_25_0_1_0;0;0
X_26_0_1_0;0;0
X_27_0_1_0;0;0
X_28_0_1_0;0;0
X_29_0_1_0;0;0
X_30_0_1_0;0;0
X_31_0_1_0;0;0
X_32_0_1_0;0;0
X_33_0_1_0;0;0
X_34_0_1_0;0;0
X_35_0_1_0;0;0
X_36_0_1_0;0;0
X_37_0_1_0;0;0
X_38_0_1_0;0;0
X_39_0_1_0;0;0
X_40_0_1_0;0;0
X_41_0_1_0;0;0
X_42_0_1_0;0;0
X_43_0_1_0;0;0
X_44_0_1_0;0;0
X_45_0_1_0;0;0
X_46_0_1_0;0;0
X_47_0_1_0;0;0
X_48_0_1_0;0;0
X_49_0_1_0;0;0
X_50_0_1_0;0;0
X_51_0_1_0;0;0
X_52_0_1_0;0;0
X_53_0_1_0;0;0
X_54_0_1_0;1;1
X_55_0_1_0;0;0
X_56_0_1_0;0;0
X_57_0_1_0;0;0
X_0_0_1_1;0;0
X_1_0_1_1;0;0
X_2_0_1_1;0;0
X_3_0_1_1;0;0
X_4_0_1_1;0;0
X_5_0_1_1;0;0
X_6_0_1_1;0;0
X_7_0_1_1;0;0
X_8_0_1_1;0;0
X_9_0_1_1;0;0
X_10_0_1_1;0;0
X_11_0_1_1;0;0
X_12_0_1_1;0;0
X_13_0_1_1;0;0
X_14_0_1_1;0;0
X_15_0_1_1;1;1
X_16_0_1_1;0;0
X_17_0_1_1;0;0
X_18_0_1_1;0;0
X_19_0_1_1;0;0
X_20_0_1_1;0;0
X_21_0_1_1;0;0
X_22_0_1_1;0;0
X_23_0_1_1;0;0
X_24_0_1_1;0;0
X_25_0_1_1;0;0
X_26_0_1_1;0;0
X_27_0_1_1;0;0
X_28_0_1_1;0;0
X_29_0_1_1;0;0
X_30_0_1_1;0;0
X_31_0_1_1;0;0
X_32_0_1_1;0;0
X_33_0_1_1;0;0
X_34_0_1_1;0;0
X_35_0_1_1;0;0
X_36_0_1_1;0;0
X_37_0_1_1;0;0
X_38_0_1_1;0;0
X_39_0_1_1;0;0
X_40_0_1_1;0;0
X_41_0_1_1;0;0
X_42_0_1_1;0;0
X_43_0_1_1;0;0
X_44_0_1_1;0;0
X_45_0_1_1;0;0
X_46_0_1_1;0;0
X_47_0_1_1;0;0
X_48_0_1_1;0;0
X_49_0_1_1;0;0
X_50_0_1_1;0;0
X_51_0_1_1;0;0
X_52_0_1_1;0;0
X_53_0_1_1;0;0
X_54_0_1_1;0;0
X_55_0_1_1;0;0
X_56_0_1_1;0;0
X_57_0_1_1;0;0
X_0_0_1_2;0;0
X_1_0_1_2;0;0
X_2_0_1_2;0;0
X_3_0_1_2;0;0
X_4_0_1_2;0;0
X_5_0_1_2;0;0
X_6_0_1_2;0;0
X_7_0_1_2;0;0
X_8_0_1_2;0;0
X_9_0_1_2;0;0
X_10_0_1_2;0;0
X_11_0_1_2;0;0
X_12_0_1_2;0;0
X_13_0_1_2;0;0
X_14_0_1_2;0;0
X_15_0_1_2;0;0
X_16_0_1_2;0;0
X_17_0_1_2;0;0
X_18_0_1_2;0;0
X_19_0_1_2;0;0
X_20_0_1_2;0;0
X_21_0_1_2;0;0
X_22_0_1_2;0;0
X_23_0_1_2;0;0
X_24_0_1_2;0;0
X_25_0_1_2;0;0
X_26_0_1_2;0;0
X_27_0_1_2;0;0
X_28_0_1_2;0;0
X_29_0_1_2;0;0
X_30_0_1_2;0;0
X_31_0_1_2;0;0
X_32_0_1_2;0;0
X_33_0_1_2;0;0
X_34_0_1_2;0;0
X_35_0_1_2;0;0
X_36_0_1_2;0;0
X_37_0_1_2;0;0
X_38_0_1_2;0;0
X_39_0_1_2;0;0
X_40_0_1_2;0;0
X_41_0_1_2;0;0
X_42_0_1_2;0;0
X_43_0_1_2;0;0
X_44_0_1_2;0;0
X_45_0_1_2;0;0
X_46_0_1_2;1;1
X_47_0_1_2;0;0
X_48_0_1_2;0;0
X_49_0_1_2;0;0
X_50_0_1_2;0;0
X_51_0_1_2;0;0
X_52_0_1_2;0;0
X_53_0_1_2;0;0
X_54_0_1_2;0;0
X_55_0_1_2;0;0
X_56_0_1_2;0;0
X_57_0_1_2;0;0
X_0_0_1_3;0;0
X_1_0_1_3;0;0
X_2_0_1_3;0;0
X_3_0_1_3;0;0
X_4_0_1_3;0;0
X_5_0_1_3;0;0
X_6_0_1_3;0;0
X_7_0_1_3;0;0
X_8_0_1_3;0;0
X_9_0_1_3;0;0
X_10_0_1_3;0;0
X_11_0_1_3;0;0
X_12_0_1_3;0;0
X_13_0_1_3;0;0
X_14_0_1_3;0;0
X_15_0_1_3;1;1
X_16_0_1_3;0;0
X_17_0_1_3;0;0
X_18_0_1_3;0;0
X_19_0_1_3;0;0
X_20_0_1_3;0;0
X_21_0_1_3;0;0
X_22_0_1_3;0;0
X_23_0_1_3;0;0
X_24_0_1_3;0;0
X_25_0_1_3;0;0
X_26_0_1_3;0;0
X_27_0_1_3;0;0
X_28_0_1_3;0;0
X_29_0_1_3;0;0
X_30_0_1_3;0;0
X_31_0_1_3;0;0
X_32_0_1_3;0;0
X_33_0_1_3;0;0
X_34_0_1_3;0;0
X_35_0_1_3;0;0
X_36_0_1_3;0;0
X_37_0_1_3;0;0
X_38_0_1_3;0;0
X_39_0_1_3;0;0
X_40_0_1_3;0;0
X_41_0_1_3;0;0
X_42_0_1_3;0;0
X_43_0_1_3;0;0
X_44_0_1_3;0;0
X_45_0_1_3;0;0
X_46_0_1_3;0;0
X_47_0_1_3;0;0
X_48_0_1_3;0;0
X_49_0_1_3;0;0
X_50_0_1_3;0;0
X_51_0_1_3;0;0
X_52_0_1_3;0;0
X_53_0_1_3;0;0
X_54_0_1_3;0;0
X_55_0_1_3;0;0
X_56_0_1_3;0;0
X_57_0_1_3;0;0
X_0_0_1_4;0;0
X_1_0_1_4;0;0
X_2_0_1_4;0;0
X_3_0_1_4;0;0
X_4_0_1_4;0;0
X_5_0_1_4;0;0
X_6_0_1_4;0;0
X_7_0_1_4;0;0
X_8_0_1_4;0;0
X_9_0_1_4;0;0
X_10_0_1_4;0;0
X_11_0_1_4;0;0
X_12_0_1_4;0;0
X_13_0_1_4;0;0
X_14_0_1_4;0;0
X_15_0_1_4;0;0
X_16_0_1_4;0;0
X_17_0_1_4;0;0
X_18_0_1_4;0;0
X_19_0_1_4;0;0
X_20_0_1_4;0;0
X_21_0_1_4;0;0
X_22_0_1_4;1;1
X_23_0_1_4;0;0
X_24_0_1_4;0;0
X_25_0_1_4;0;0
X_26_0_1_4;0;0
X_27_0_1_4;0;0
X_28_0_1_4;0;0
X_29_0_1_4;0;0
X_30_0_1_4;0;0
X_31_0_1_4;0;0
X_32_0_1_4;0;0
X_33_0_1_4;0;0
X_34_0_1_4;0;0
X_35_0_1_4;0;0
X_36_0_1_4;0;0
X_37_0_1_4;0;0
X_38_0_1_4;0;0
X_39_0_1_4;0;0
X_40_0_1_4;0;0
X_41_0_1_4;0;0
X_42_0_1_4;0;0
X_43_0_1_4;0;0
X_44_0_1_4;0;0
X_45_0_1_4;0;0
X_46_0_1_4;0;0
X_47_0_1_4;0;0
X_48_0_1_4;0;0
X_49_0_1_4;0;0
X_50_0_1_4;0;0
X_51_0_1_4;0;0
X_52_0_1_4;0;0
X_53_0_1_4;0;0
X_54_0_1_4;0;0
X_55_0_1_4;0;0
X_56_0_1_4;0;0
X_57_0_1_4;0;0
X_0_0_1_5;0;0
X_1_0_1_5;0;0
X_2_0_1_5;0;0
X_3_0_1_5;0;0
X_4_0_1_5;0;0
X_5_0_1_5;0;0
X_6_0_1_5;0;0
X_7_0_1_5;0;0
X_8_0_1_5;0;0
X_9_0_1_5;0;0
X_10_0_1_5;0;0
X_11_0_1_5;0;0
X_12_0_1_5;0;0
X_13_0_1_5;1;1
X_14_0_1_5;0;0
X_15_0_1_5;0;0
X_16_0_1_5;0;0
X_17_0_1_5;0;0
X_18_0_1_5;0;0
X_19_0_1_5;0;0
X_20_0_1_5;0;0
X_21_0_1_5;0;0
X_22_0_1_5;0;0
X_23_0_1_5;0;0
X_24_0_1_5;0;0
X_25_0_1_5;0;0
X_26_0_1_5;0;0
X_27_0_1_5;0;0
X_28_0_1_5;0;0
X_29_0_1_5;0;0
X_30_0_1_5;0;0
X_31_0_1_5;0;0
X_32_0_1_5;0;0
X_33_0_1_5;0;0
X_34_0_1_5;0;0
X_35_0_1_5;0;0
X_36_0_1_5;0;0
X_37_0_1_5;0;0
X_38_0_1_5;0;0
X_39_0_1_5;0;0
X_40_0_1_5;0;0
X_41_0_1_5;0;0
X_42_0_1_5;0;0
X_43_0_1_5;0;0
X_44_0_1_5;0;0
X_45_0_1_5;0;0
X_46_0_1_5;0;0
X_47_0_1_5;0;0
X_48_0_1_5;0;0
X_49_0_1_5;0;0
X_50_0_1_5;0;0
X_51_0_1_5;0;0
X_52_0_1_5;0;0
X_53_0_1_5;0;0
X_54_0_1_5;0;0
X_55_0_1_5;0;0
X_56_0_1_5;0;0
X_57_0_1_5;0;0
X_0_0_1_6;0;0
X_1_0_1_6;0;0
X_2_0_1_6;0;0
X_3_0_1_6;0;0
X_4_0_1_6;0;0
X_5_0_1_6;0;0
X_6_0_1_6;0;0
X_7_0_1_6;0;0
X_8_0_1_6;0;0
X_9_0_1_6;0;0
X_10_0_1_6;0;0
X_11_0_1_6;0;0
X_12_0_1_6;0;0
X_13_0_1_6;1;1
X_14_0_1_6;0;0
X_15_0_1_6;0;0
X_16_0_1_6;0;0
X_17_0_1_6;0;0
X_18_0_1_6;0;0
X_19_0_1_6;0;0
X_20_0_1_6;0;0
X_21_0_1_6;0;0
X_22_0_1_6;0;0
X_23_0_1_6;0;0
X_24_0_1_6;0;0
X_25_0_1_6;0;0
X_26_0_1_6;0;0
X_27_0_1_6;0;0
X_28_0_1_6;0;0
X_29_0_1_6;0;0
X_30_0_1_6;0;0
X_31_0_1_6;0;0
X_32_0_1_6;0;0
X_33_0_1_6;0;0
X_34_0_1_6;0;0
X_35_0_1_6;0;0
X_36_0_1_6;0;0
X_37_0_1_6;0;0
X_38_0_1_6;0;0
X_39_0_1_6;0;0
X_40_0_1_6;0;0
X_41_0_1_6;0;0
X_42_0_1_6;0;0
X_43_0_1_6;0;0
X_44_0_1_6;0;0
X_45_0_1_6;0;0
X_46_0_1_6;0;0
X_47_0_1_6;0;0
X_48_0_1_6;0;0
X_49_0_1_6;0;0
X_50_0_1_6;0;0
X_51_0_1_6;0;0
X_52_0_1_6;0;0
X_53_0_1_6;0;0
X_54_0_1_6;0;0
X_55_0_1_6;0;0
X_56_0_1_6;0;0
X_57_0_1_6;0;0
X_0_0_2_0;0;0
X_1_0_2_0;0;0
X_2_0_2_0;0;0
X_3_0_2_0;0;0
X_4_0_2_0;0;0
X_5_0_2_0;0;0
X_6_0_2_0;0;0
X_7_0_2_0;0;0
X_8_0_2_0;0;0
X_9_0_2_0;0;0
X_10_0_2_0;0;0
X_11_0_2_0;1;1
X_12_0_2_0;0;0
X_13_0_2_0;0;0
X_14_0_2_0;0;0
X_15_0_2_0;0;0
X_16_0_2_0;0;0
X_17_0_2_0;0;0
X_18_0_2_0;0;0
X_19_0_2_0;0;0
X_20_0_2_0;0;0
X_21_0_2_0;0;0
X_22_0_2_0;0;0
X_23_0_2_0;0;0
X_24_0_2_0;0;0
X_25_0_2_0;0;0
X_26_0_2_0;0;0
X_27_0_2_0;0;0
X_28_0_2_0;0;0
X_29_0_2_0;0;0
X_30_0_2_0;0;0
X_31_0_2_0;0;0
X_32_0_2_0;0;0
X_33_0_2_0;0;0
X_34_0_2_0;0;0
X_35_0_2_0;0;0
X_36_0_2_0;0;0
X_37_0_2_0;0;0
X_38_0_2_0;0;0
X_39_0_2_0;0;0
X_40_0_2_0;0;0
X_41_0_2_0;0;0
X_42_0_2_0;0;0
X_43_0_2_0;0;0
X_44_0_2_0;0;0
X_45_0_2_0;0;0
X_46_0_2_0;0;0
X_47_0_2_0;0;0
X_48_0_2_0;0;0
X_49_0_2_0;0;0
X_50_0_2_0;0;0
X_51_0_2_0;0;0
X_52_0_2_0;0;0
X_53_0_2_0;0;0
X_54_0_2_0;0;0
X_55_0_2_0;0;0
X_56_0_2_0;0;0
X_57_0_2_0;0;0
X_0_0_2_1;0;0
X_1_0_2_1;0;0
X_2_0_2_1;0;0
X_3_0_2_1;0;0
X_4_0_2_1;0;0
X_5_0_2_1;0;0
X_6_0_2_1;0;0
X_7_0_2_1;0;0
X_8_0_2_1;0;0
X_9_0_2_1;0;0
X_10_0_2_1;0;0
X_11_0_2_1;1;1
X_12_0_2_1;0;0
X_13_0_2_1;0;0
X_14_0_2_1;0;0
X_15_0_2_1;0;0
X_16_0_2_1;0;0
X_17_0_2_1;0;0
X_18_0_2_1;0;0
X_19_0_2_1;0;0
X_20_0_2_1;0;0
X_21_0_2_1;0;0
X_22_0_2_1;0;0
X_23_0_2_1;0;0
X_24_0_2_1;0;0
X_25_0_2_1;0;0
X_26_0_2_1;0;0
X_27_0_2_1;0;0
X_28_0_2_1;0;0
X_29_0_2_1;0;0
X_30_0_2_1;0;0
X_31_0_2_1;0;0
X_32_0_2_1;0;0
X_33_0_2_1;0;0
X_34_0_2_1;0;0
X_35_0_2_1;0;0
X_36_0_2_1;0;0
X_37_0_2_1;0;0
X_38_0_2_1;0;0
X_39_0_2_1;0;0
X_40_0_2_1;0;0
X_41_0_2_1;0;0
X_42_0_2_1;0;0
X_43_0_2_1;0;0
X_44_0_2_1;0;0
X_45_0_2_1;0;0
X_46_0_2_1;0;0
X_47_0_2_1;0;0
X_48_0_2_1;0;0
X_49_0_2_1;0;0
X_50_0_2_1;0;0
X_51_0_2_1;0;0
X_52_0_2_1;0;0
X_53_0_2_1;0;0
X_54_0_2_1;0;0
X_55_0_2_1;0;0
X_56_0_2_1;0;0
X_57_0_2_1;0;0
X_0_0_2_2;0;0
X_1_0_2_2;0;0
X_2_0_2_2;0;0
X_3_0_2_2;0;0
X_4_0_2_2;0;0
X_5_0_2_2;0;0
X_6_0_2_2;0;0
X_7_0_2_2;0;0
X_8_0_2_2;0;0
X_9_0_2_2;0;0
X_10_0_2_2;1;1
X_11_0_2_2;0;0
X_12_0_2_2;0;0
X_13_0_2_2;0;0
X_14_0_2_2;0;0
X_15_0_2_2;0;0
X_16_0_2_2;0;0
X_17_0_2_2;0;0
X_18_0_2_2;0;0
X_19_0_2_2;0;0
X_20_0_2_2;0;0
X_21_0_2_2;0;0
X_22_0_2_2;0;0
X_23_0_2_2;0;0
X_24_0_2_2;0;0
X_25_0_2_2;0;0
X_26_0_2_2;0;0
X_27_0_2_2;0;0
X_28_0_2_2;0;0
X_29_0_2_2;0;0
X_30_0_2_2;0;0
X_31_0_2_2;0;0
X_32_0_2_2;0;0
X_33_0_2_2;0;0
X_34_0_2_2;0;0
X_35_0_2_2;0;0
